,playlist_name,artist_names,first_genre,enoa_subgenre_matches,top,left,best_playlist_match,best_enoa_match
760,cooking with palms trax,['Laid Back'],classic danish pop,"['afro-jazz', 'classic-rock', 'neo-funk', 'shamanic']",11555,774,"['classic danish pop', 'arab groove', 'rare groove', 'tanzanian pop', 'afro psych', 'brazilian boogie', 'victoria bc indie', 'afrobeat', 'old school highlife', 'funk', 'afro-funk', 'turkish post-punk', 'uk alternative pop', 'indie soul', 'fourth world', 'french indie pop', 'neapolitan funk', 'electra', 'synth funk', 'ambient techno', 'downtempo', 'italo house', 'kwaito', 'belgian new wave', 'funktronica', 'alternative dance', 'edm', 'bmore', 'dark post-punk', 'microhouse', 'balearic', 'filter house', 'float house', 'nu disco', 'german techno', 'deep soul house', 'german house', 'disco house', 'deep house', 'deep euro house', 'dark disco', 'minimal tech house', 'organic house', 'deep disco house', 'deep minimal techno']","['high vibe', 'world', 'folklore boliviano', 'nuevo folklore mexicano', 'ecuadorian indie', 'shamanic']"
761,cooking with palms trax,['Lifelike'],filter house,['house'],1973,982,"['filter house', 'balearic', 'float house', 'microhouse', 'nu disco', 'german techno', 'deep soul house', 'bmore', 'edm', 'funktronica', 'alternative dance', 'dark post-punk', 'german house', 'disco house', 'deep house', 'deep euro house', 'dark disco', 'minimal tech house', 'organic house', 'deep disco house', 'belgian new wave', 'deep minimal techno', 'kwaito', 'italo house', 'downtempo', 'ambient techno', 'synth funk', 'electra', 'neapolitan funk', 'french indie pop', 'indie soul', 'uk alternative pop', 'turkish post-punk', 'afro-funk', 'funk', 'old school highlife', 'victoria bc indie', 'brazilian boogie', 'afro psych', 'rare groove', 'tanzanian pop', 'arab groove', 'classic danish pop', 'afrobeat', 'fourth world']","['float house', 'german techno', 'deep house', 'deep euro house', 'minimal tech house', 'organic house', 'deep disco house', 'electra']"
762,cooking with palms trax,['Steffi'],ambient techno,"['bachata', 'downtempo', 'electronica', 'neo-funk']",4997,837,"['ambient techno', 'downtempo', 'synth funk', 'italo house', 'electra', 'neapolitan funk', 'kwaito', 'belgian new wave', 'french indie pop', 'indie soul', 'funktronica', 'alternative dance', 'edm', 'bmore', 'dark post-punk', 'uk alternative pop', 'microhouse', 'turkish post-punk', 'balearic', 'filter house', 'float house', 'nu disco', 'german techno', 'deep soul house', 'german house', 'disco house', 'deep house', 'deep euro house', 'dark disco', 'minimal tech house', 'organic house', 'deep disco house', 'afro-funk', 'funk', 'deep minimal techno', 'old school highlife', 'victoria bc indie', 'brazilian boogie', 'afro psych', 'rare groove', 'tanzanian pop', 'arab groove', 'classic danish pop', 'afrobeat', 'fourth world']","['afro soul', 'indie soul', 'latin funk', 'deep funk', 'funk', 'psychedelic soul', 'rare groove', 'afrobeat', 'instrumental funk', 'brass band', 'jazz funk']"
777,cooking with palms trax,['San Soda'],deep soul house,"['house', 'nu-disco']",1404,1221,"['deep soul house', 'nu disco', 'german techno', 'german house', 'deep house', 'disco house', 'float house', 'deep euro house', 'dark disco', 'filter house', 'minimal tech house', 'organic house', 'balearic', 'deep disco house', 'microhouse', 'deep minimal techno', 'bmore', 'funktronica', 'dark post-punk', 'edm', 'alternative dance', 'belgian new wave', 'kwaito', 'italo house', 'downtempo', 'ambient techno', 'synth funk', 'electra', 'neapolitan funk', 'french indie pop', 'indie soul', 'uk alternative pop', 'turkish post-punk', 'afro-funk', 'funk', 'old school highlife', 'victoria bc indie', 'brazilian boogie', 'afro psych', 'rare groove', 'tanzanian pop', 'arab groove', 'classic danish pop', 'afrobeat', 'fourth world']","['nu disco', 'dark disco', 'balearic', 'synth funk']"
778,cooking with palms trax,['Mariah'],fourth world,"['acoustic-folk', 'ambient', 'post-punk']",16248,386,"['fourth world', 'afrobeat', 'classic danish pop', 'arab groove', 'tanzanian pop', 'rare groove', 'afro psych', 'brazilian boogie', 'victoria bc indie', 'old school highlife', 'funk', 'afro-funk', 'turkish post-punk', 'uk alternative pop', 'indie soul', 'french indie pop', 'neapolitan funk', 'electra', 'synth funk', 'ambient techno', 'downtempo', 'italo house', 'kwaito', 'belgian new wave', 'funktronica', 'alternative dance', 'edm', 'bmore', 'dark post-punk', 'microhouse', 'balearic', 'filter house', 'float house', 'nu disco', 'german techno', 'deep soul house', 'german house', 'disco house', 'deep house', 'deep euro house', 'dark disco', 'minimal tech house', 'organic house', 'deep disco house', 'deep minimal techno']","['library music', 'vintage italian soundtrack', 'vintage french psychedelic', 'classic soundtrack']"
782,cooking with palms trax,"['Mylo', 'Louis La Roche']",disco house,"['house', 'nu-disco']",1121,1112,"['disco house', 'deep house', 'german house', 'deep euro house', 'dark disco', 'deep soul house', 'german techno', 'nu disco', 'minimal tech house', 'organic house', 'deep disco house', 'float house', 'filter house', 'deep minimal techno', 'balearic', 'microhouse', 'dark post-punk', 'bmore', 'edm', 'funktronica', 'alternative dance', 'belgian new wave', 'kwaito', 'italo house', 'downtempo', 'ambient techno', 'synth funk', 'electra', 'neapolitan funk', 'french indie pop', 'indie soul', 'uk alternative pop', 'turkish post-punk', 'afro-funk', 'funk', 'old school highlife', 'victoria bc indie', 'brazilian boogie', 'afro psych', 'rare groove', 'tanzanian pop', 'arab groove', 'classic danish pop', 'afrobeat', 'fourth world']","['dark disco', 'nu disco', 'balearic', 'synth funk']"
783,cooking with palms trax,['Oro'],neapolitan funk,"['bachata', 'kizomba', 'lo-fi', 'neo-funk', 'reggaeton', 'zouk']",5400,1013,"['neapolitan funk', 'electra', 'synth funk', 'ambient techno', 'downtempo', 'italo house', 'french indie pop', 'kwaito', 'belgian new wave', 'indie soul', 'uk alternative pop', 'turkish post-punk', 'funktronica', 'alternative dance', 'edm', 'bmore', 'dark post-punk', 'microhouse', 'balearic', 'filter house', 'float house', 'nu disco', 'german techno', 'deep soul house', 'afro-funk', 'german house', 'disco house', 'deep house', 'funk', 'deep euro house', 'dark disco', 'old school highlife', 'minimal tech house', 'organic house', 'deep disco house', 'deep minimal techno', 'victoria bc indie', 'brazilian boogie', 'afro psych', 'rare groove', 'tanzanian pop', 'arab groove', 'classic danish pop', 'afrobeat', 'fourth world']","['zouk riddim', 'zouk', 'trap brasileiro']"
792,cooking with palms trax,['Void Vision'],dark post-punk,[],2440,408,"['dark post-punk', 'edm', 'alternative dance', 'funktronica', 'balearic', 'microhouse', 'filter house', 'bmore', 'float house', 'nu disco', 'german techno', 'belgian new wave', 'deep soul house', 'disco house', 'german house', 'deep house', 'deep euro house', 'dark disco', 'minimal tech house', 'organic house', 'deep disco house', 'kwaito', 'italo house', 'deep minimal techno', 'downtempo', 'ambient techno', 'synth funk', 'electra', 'neapolitan funk', 'french indie pop', 'indie soul', 'uk alternative pop', 'turkish post-punk', 'afro-funk', 'funk', 'old school highlife', 'victoria bc indie', 'brazilian boogie', 'afro psych', 'rare groove', 'tanzanian pop', 'arab groove', 'classic danish pop', 'afrobeat', 'fourth world']","['zouk riddim', 'zouk', 'trap brasileiro']"
798,cooking with palms trax,['Radio Slave'],microhouse,"['ethnotronica', 'house', 'nu-disco']",2302,1134,"['microhouse', 'balearic', 'bmore', 'filter house', 'funktronica', 'alternative dance', 'edm', 'float house', 'dark post-punk', 'nu disco', 'german techno', 'deep soul house', 'german house', 'disco house', 'deep house', 'deep euro house', 'belgian new wave', 'dark disco', 'minimal tech house', 'organic house', 'deep disco house', 'kwaito', 'deep minimal techno', 'italo house', 'downtempo', 'ambient techno', 'synth funk', 'electra', 'neapolitan funk', 'french indie pop', 'indie soul', 'uk alternative pop', 'turkish post-punk', 'afro-funk', 'funk', 'old school highlife', 'victoria bc indie', 'brazilian boogie', 'afro psych', 'rare groove', 'tanzanian pop', 'arab groove', 'classic danish pop', 'afrobeat', 'fourth world']","['balearic', 'nu disco', 'dark disco', 'synth funk']"
803,cooking with palms trax,['Suzanne Kraft'],fourth world,"['acoustic-folk', 'ambient', 'post-punk']",16248,386,"['fourth world', 'afrobeat', 'classic danish pop', 'arab groove', 'tanzanian pop', 'rare groove', 'afro psych', 'brazilian boogie', 'victoria bc indie', 'old school highlife', 'funk', 'afro-funk', 'turkish post-punk', 'uk alternative pop', 'indie soul', 'french indie pop', 'neapolitan funk', 'electra', 'synth funk', 'ambient techno', 'downtempo', 'italo house', 'kwaito', 'belgian new wave', 'funktronica', 'alternative dance', 'edm', 'bmore', 'dark post-punk', 'microhouse', 'balearic', 'filter house', 'float house', 'nu disco', 'german techno', 'deep soul house', 'german house', 'disco house', 'deep house', 'deep euro house', 'dark disco', 'minimal tech house', 'organic house', 'deep disco house', 'deep minimal techno']","['library music', 'vintage italian soundtrack', 'vintage french psychedelic', 'classic soundtrack']"
805,cooking with palms trax,"['Britta Arnold', 'Lee Jones']",german house,['house'],1170,1245,"['german house', 'deep house', 'disco house', 'deep euro house', 'deep soul house', 'dark disco', 'german techno', 'nu disco', 'minimal tech house', 'organic house', 'deep disco house', 'float house', 'filter house', 'deep minimal techno', 'balearic', 'microhouse', 'bmore', 'dark post-punk', 'funktronica', 'edm', 'alternative dance', 'belgian new wave', 'kwaito', 'italo house', 'downtempo', 'ambient techno', 'synth funk', 'electra', 'neapolitan funk', 'french indie pop', 'indie soul', 'uk alternative pop', 'turkish post-punk', 'afro-funk', 'funk', 'old school highlife', 'victoria bc indie', 'brazilian boogie', 'afro psych', 'rare groove', 'tanzanian pop', 'arab groove', 'classic danish pop', 'afrobeat', 'fourth world']","['deep house', 'deep euro house', 'german techno', 'minimal tech house', 'organic house', 'deep disco house', 'float house', 'electra']"
806,cooking with palms trax,['Sertaç Özgümüş'],turkish post-punk,"['acoustic-indie', 'alt-rock', 'indie-pop', 'new-wave']",7731,486,"['turkish post-punk', 'uk alternative pop', 'indie soul', 'french indie pop', 'afro-funk', 'funk', 'old school highlife', 'neapolitan funk', 'electra', 'synth funk', 'ambient techno', 'downtempo', 'italo house', 'victoria bc indie', 'brazilian boogie', 'kwaito', 'afro psych', 'rare groove', 'arab groove', 'tanzanian pop', 'classic danish pop', 'belgian new wave', 'funktronica', 'alternative dance', 'edm', 'bmore', 'dark post-punk', 'afrobeat', 'microhouse', 'balearic', 'filter house', 'float house', 'nu disco', 'german techno', 'deep soul house', 'german house', 'disco house', 'deep house', 'deep euro house', 'dark disco', 'minimal tech house', 'organic house', 'deep disco house', 'deep minimal techno', 'fourth world']","['madchester', 'new wave', 'new romantic', 'art rock']"
807,cooking with palms trax,['Luigi Madonna'],deep minimal techno,[],219,1372,"['deep minimal techno', 'deep disco house', 'organic house', 'minimal tech house', 'dark disco', 'deep euro house', 'deep house', 'disco house', 'german house', 'deep soul house', 'german techno', 'nu disco', 'float house', 'filter house', 'balearic', 'microhouse', 'bmore', 'dark post-punk', 'edm', 'funktronica', 'alternative dance', 'belgian new wave', 'kwaito', 'italo house', 'downtempo', 'ambient techno', 'synth funk', 'electra', 'neapolitan funk', 'french indie pop', 'indie soul', 'uk alternative pop', 'turkish post-punk', 'afro-funk', 'funk', 'old school highlife', 'victoria bc indie', 'brazilian boogie', 'afro psych', 'rare groove', 'tanzanian pop', 'arab groove', 'classic danish pop', 'afrobeat', 'fourth world']","['madchester', 'new wave', 'new romantic', 'art rock']"
808,cooking with palms trax,"['Miss Kittin', 'The Hacker']",alternative dance,[],2674,815,"['alternative dance', 'edm', 'funktronica', 'bmore', 'dark post-punk', 'microhouse', 'balearic', 'filter house', 'float house', 'belgian new wave', 'nu disco', 'german techno', 'deep soul house', 'german house', 'disco house', 'deep house', 'kwaito', 'deep euro house', 'dark disco', 'minimal tech house', 'organic house', 'deep disco house', 'italo house', 'downtempo', 'ambient techno', 'synth funk', 'deep minimal techno', 'electra', 'neapolitan funk', 'french indie pop', 'indie soul', 'uk alternative pop', 'turkish post-punk', 'afro-funk', 'funk', 'old school highlife', 'victoria bc indie', 'brazilian boogie', 'afro psych', 'rare groove', 'tanzanian pop', 'arab groove', 'classic danish pop', 'afrobeat', 'fourth world']","['madchester', 'new wave', 'new romantic', 'art rock']"
810,cooking with palms trax,['Diamond Cafe'],victoria bc indie,"['acid-rock', 'acoustic-indie', 'ambient', 'indie-pop', 'new-wave']",10855,515,"['victoria bc indie', 'brazilian boogie', 'afro psych', 'arab groove', 'rare groove', 'tanzanian pop', 'classic danish pop', 'old school highlife', 'funk', 'afro-funk', 'afrobeat', 'turkish post-punk', 'uk alternative pop', 'indie soul', 'french indie pop', 'fourth world', 'neapolitan funk', 'electra', 'synth funk', 'ambient techno', 'downtempo', 'italo house', 'kwaito', 'belgian new wave', 'funktronica', 'alternative dance', 'edm', 'bmore', 'dark post-punk', 'microhouse', 'balearic', 'filter house', 'float house', 'nu disco', 'german techno', 'deep soul house', 'german house', 'disco house', 'deep house', 'deep euro house', 'dark disco', 'minimal tech house', 'organic house', 'deep disco house', 'deep minimal techno']","['art rock', 'madchester', 'new wave', 'new romantic']"
811,cooking with palms trax,['Linear Movement'],belgian new wave,"['bachata', 'downtempo']",3666,777,"['belgian new wave', 'kwaito', 'alternative dance', 'funktronica', 'edm', 'bmore', 'italo house', 'downtempo', 'dark post-punk', 'ambient techno', 'microhouse', 'synth funk', 'electra', 'balearic', 'filter house', 'neapolitan funk', 'float house', 'nu disco', 'german techno', 'deep soul house', 'german house', 'disco house', 'deep house', 'french indie pop', 'deep euro house', 'dark disco', 'minimal tech house', 'organic house', 'deep disco house', 'deep minimal techno', 'indie soul', 'uk alternative pop', 'turkish post-punk', 'afro-funk', 'funk', 'old school highlife', 'victoria bc indie', 'brazilian boogie', 'afro psych', 'rare groove', 'tanzanian pop', 'arab groove', 'classic danish pop', 'afrobeat', 'fourth world']","['greek downtempo', 'downtempo', 'electro-pop francais', 'french indie pop']"
821,cooking with palms trax,['Mim Suleiman'],tanzanian pop,[],11240,1066,"['tanzanian pop', 'rare groove', 'afro psych', 'arab groove', 'brazilian boogie', 'classic danish pop', 'victoria bc indie', 'old school highlife', 'funk', 'afrobeat', 'afro-funk', 'turkish post-punk', 'uk alternative pop', 'indie soul', 'french indie pop', 'fourth world', 'neapolitan funk', 'electra', 'synth funk', 'ambient techno', 'downtempo', 'italo house', 'kwaito', 'belgian new wave', 'funktronica', 'alternative dance', 'edm', 'bmore', 'dark post-punk', 'microhouse', 'balearic', 'filter house', 'float house', 'nu disco', 'german techno', 'deep soul house', 'german house', 'disco house', 'deep house', 'deep euro house', 'dark disco', 'minimal tech house', 'organic house', 'deep disco house', 'deep minimal techno']","['greek downtempo', 'downtempo', 'electro-pop francais', 'french indie pop']"
823,cooking with palms trax,['Agua Re'],italo house,"['bachata', 'downtempo', 'electronica']",4793,860,"['italo house', 'downtempo', 'ambient techno', 'synth funk', 'electra', 'kwaito', 'neapolitan funk', 'belgian new wave', 'french indie pop', 'funktronica', 'alternative dance', 'edm', 'bmore', 'dark post-punk', 'indie soul', 'microhouse', 'balearic', 'filter house', 'uk alternative pop', 'turkish post-punk', 'float house', 'nu disco', 'german techno', 'deep soul house', 'german house', 'disco house', 'deep house', 'deep euro house', 'dark disco', 'minimal tech house', 'organic house', 'deep disco house', 'deep minimal techno', 'afro-funk', 'funk', 'old school highlife', 'victoria bc indie', 'brazilian boogie', 'afro psych', 'rare groove', 'tanzanian pop', 'arab groove', 'classic danish pop', 'afrobeat', 'fourth world']","['electronica', 'canadian latin', 'alt z']"
837,bossa nova,['Deniz Tekin'],turkish alt pop,"['acoustic-indie', 'levant-indie', 'shamanic']",10122,708,"['turkish alt pop', 'arab alternative', 'brazilian boogie', 'cantautora mexicana', 'afropop', 'turkish alternative', 'nouvelle chanson francaise', 'musica popular paraense', 'nova mpb', 'j-acoustic', 'peruvian indie', 'latinx alternative', 'turkish jazz', 'downtempo', 'deep brazilian pop', 'bossa nova', 'choro', 'arab folk', 'samba-jazz', 'bebop', 'classical guitar']","['high vibe', 'ecuadorian indie', 'world', 'folklore boliviano', 'nuevo folklore mexicano', 'shamanic']"
850,bossa nova,['La Lá'],peruvian indie,"['acoustic-indie', 'latin-pop']",7781,713,"['peruvian indie', 'latinx alternative', 'musica popular paraense', 'turkish alternative', 'cantautora mexicana', 'turkish alt pop', 'arab alternative', 'downtempo', 'brazilian boogie', 'afropop', 'nouvelle chanson francaise', 'nova mpb', 'j-acoustic', 'turkish jazz', 'deep brazilian pop', 'bossa nova', 'choro', 'arab folk', 'samba-jazz', 'bebop', 'classical guitar']","['spanish pop', 'latin arena pop', 'latin pop', 'pop flamenco']"
858,bossa nova,['Deniz Tekin'],turkish alt pop,"['acoustic-indie', 'levant-indie', 'shamanic']",10122,708,"['turkish alt pop', 'arab alternative', 'brazilian boogie', 'cantautora mexicana', 'afropop', 'turkish alternative', 'nouvelle chanson francaise', 'musica popular paraense', 'nova mpb', 'j-acoustic', 'peruvian indie', 'latinx alternative', 'turkish jazz', 'downtempo', 'deep brazilian pop', 'bossa nova', 'choro', 'arab folk', 'samba-jazz', 'bebop', 'classical guitar']","['high vibe', 'ecuadorian indie', 'world', 'folklore boliviano', 'nuevo folklore mexicano', 'shamanic']"
870,bossa nova,['Y La Bamba'],latinx alternative,"['bachata', 'electronica', 'latin-pop', 'neo-funk']",7470,849,"['latinx alternative', 'peruvian indie', 'musica popular paraense', 'turkish alternative', 'cantautora mexicana', 'downtempo', 'turkish alt pop', 'arab alternative', 'brazilian boogie', 'afropop', 'nouvelle chanson francaise', 'nova mpb', 'j-acoustic', 'turkish jazz', 'deep brazilian pop', 'bossa nova', 'choro', 'arab folk', 'samba-jazz', 'bebop', 'classical guitar']","['latin funk', 'indie soul', 'deep funk', 'funk', 'afro soul', 'psychedelic soul', 'rare groove', 'afrobeat', 'instrumental funk', 'brass band', 'jazz funk']"
886,bossa nova,['Pauline Croze'],nouvelle chanson francaise,"['afro-jazz', 'classic-rock', 'neo-funk', 'shamanic']",11280,758,"['nouvelle chanson francaise', 'afropop', 'nova mpb', 'brazilian boogie', 'arab alternative', 'j-acoustic', 'turkish alt pop', 'cantautora mexicana', 'turkish alternative', 'musica popular paraense', 'peruvian indie', 'latinx alternative', 'turkish jazz', 'deep brazilian pop', 'bossa nova', 'downtempo', 'choro', 'arab folk', 'samba-jazz', 'bebop', 'classical guitar']","['high vibe', 'world', 'folklore boliviano', 'nuevo folklore mexicano', 'ecuadorian indie', 'shamanic']"
888,bossa nova,['La Lá'],peruvian indie,"['acoustic-indie', 'latin-pop']",7781,713,"['peruvian indie', 'latinx alternative', 'musica popular paraense', 'turkish alternative', 'cantautora mexicana', 'turkish alt pop', 'arab alternative', 'downtempo', 'brazilian boogie', 'afropop', 'nouvelle chanson francaise', 'nova mpb', 'j-acoustic', 'turkish jazz', 'deep brazilian pop', 'bossa nova', 'choro', 'arab folk', 'samba-jazz', 'bebop', 'classical guitar']","['spanish pop', 'latin arena pop', 'latin pop', 'pop flamenco']"
903,zoukini,['Ivandro'],hip hop tuga,['lo-fi'],11477,1053,"['hip hop tuga', 'nova mpb', 'chillhop', 'high vibe', 'french hip hop', 'folk brasileiro', 'viral pop', 'french pop', 'world', 'trap brasileiro', 'bongo flava', 'indie anthem-folk', 'permanent wave', 'azontobeats', 'alt z', 'afrobeats', 'indie folk', 'ambient worship', 'nyc pop', 'acoustic cover', 'pop nacional', 'dutch hip hop', 'swedish pop', 'latin arena pop', 'zouk riddim', 'pop', 'afro soul', 'latintronica', 'reggaeton colombiano', 'kizomba', 'latin hip hop', 'reggaeton', 'urban kiz', 'kuduro antigo', 'zouk', 'deep euro house']","['lo-fi study', 'chillhop', 'lo-fi beats', 'instrumental hip hop', 'ambeat', 'glitch beats', 'chill beats']"
909,zoukini,['GIULIA BE'],pop nacional,"['bachata', 'electronica', 'lo-fi', 'neo-funk']",6928,935,"['pop nacional', 'dutch hip hop', 'swedish pop', 'latin arena pop', 'nyc pop', 'zouk riddim', 'afrobeats', 'alt z', 'azontobeats', 'pop', 'afro soul', 'permanent wave', 'bongo flava', 'latintronica', 'trap brasileiro', 'french pop', 'reggaeton colombiano', 'viral pop', 'kizomba', 'latin hip hop', 'reggaeton', 'urban kiz', 'kuduro antigo', 'french hip hop', 'chillhop', 'zouk', 'hip hop tuga', 'nova mpb', 'high vibe', 'folk brasileiro', 'deep euro house', 'world', 'indie anthem-folk', 'indie folk', 'ambient worship', 'acoustic cover']","['indie soul', 'latin funk', 'afro soul', 'deep funk', 'funk', 'psychedelic soul', 'rare groove', 'afrobeat', 'instrumental funk', 'brass band', 'jazz funk']"
910,zoukini,['Zaho'],french pop,"['acoustic-indie', 'latin-pop', 'levant-indie', 'shamanic']",9855,711,"['french pop', 'viral pop', 'trap brasileiro', 'bongo flava', 'permanent wave', 'french hip hop', 'chillhop', 'alt z', 'azontobeats', 'afrobeats', 'nyc pop', 'hip hop tuga', 'nova mpb', 'high vibe', 'folk brasileiro', 'pop nacional', 'dutch hip hop', 'swedish pop', 'world', 'latin arena pop', 'indie anthem-folk', 'zouk riddim', 'indie folk', 'ambient worship', 'pop', 'afro soul', 'latintronica', 'acoustic cover', 'reggaeton colombiano', 'kizomba', 'latin hip hop', 'reggaeton', 'urban kiz', 'kuduro antigo', 'zouk', 'deep euro house']","['ecuadorian indie', 'high vibe', 'world', 'folklore boliviano', 'nuevo folklore mexicano', 'shamanic']"
912,zoukini,"['Khalid', 'SAFE']",pop,"['bachata', 'downtempo', 'neo-funk']",4997,783,"['pop', 'afro soul', 'zouk riddim', 'latintronica', 'latin arena pop', 'reggaeton colombiano', 'kizomba', 'swedish pop', 'latin hip hop', 'dutch hip hop', 'pop nacional', 'reggaeton', 'urban kiz', 'kuduro antigo', 'zouk', 'nyc pop', 'afrobeats', 'alt z', 'azontobeats', 'permanent wave', 'deep euro house', 'bongo flava', 'trap brasileiro', 'french pop', 'viral pop', 'french hip hop', 'chillhop', 'hip hop tuga', 'nova mpb', 'high vibe', 'folk brasileiro', 'world', 'indie anthem-folk', 'ambient worship', 'indie folk', 'acoustic cover']","['afro soul', 'indie soul', 'latin funk', 'deep funk', 'funk', 'psychedelic soul', 'rare groove', 'afrobeat', 'instrumental funk', 'brass band', 'jazz funk']"
915,zoukini,['Coldplay'],permanent wave,"['acoustic-indie', 'alt-rock', 'indie-pop', 'new-wave']",8984,488,"['permanent wave', 'alt z', 'azontobeats', 'afrobeats', 'bongo flava', 'nyc pop', 'trap brasileiro', 'french pop', 'viral pop', 'french hip hop', 'chillhop', 'pop nacional', 'dutch hip hop', 'swedish pop', 'hip hop tuga', 'nova mpb', 'latin arena pop', 'high vibe', 'folk brasileiro', 'zouk riddim', 'pop', 'afro soul', 'world', 'latintronica', 'indie anthem-folk', 'reggaeton colombiano', 'kizomba', 'ambient worship', 'indie folk', 'latin hip hop', 'reggaeton', 'urban kiz', 'kuduro antigo', 'zouk', 'acoustic cover', 'deep euro house']","['madchester', 'new wave', 'art rock', 'new romantic']"
916,zoukini,"['Dreicon', 'Carol Biazin']",pop nacional,"['bachata', 'electronica', 'lo-fi', 'neo-funk']",6928,935,"['pop nacional', 'dutch hip hop', 'swedish pop', 'latin arena pop', 'nyc pop', 'zouk riddim', 'afrobeats', 'alt z', 'azontobeats', 'pop', 'afro soul', 'permanent wave', 'bongo flava', 'latintronica', 'trap brasileiro', 'french pop', 'reggaeton colombiano', 'viral pop', 'kizomba', 'latin hip hop', 'reggaeton', 'urban kiz', 'kuduro antigo', 'french hip hop', 'chillhop', 'zouk', 'hip hop tuga', 'nova mpb', 'high vibe', 'folk brasileiro', 'deep euro house', 'world', 'indie anthem-folk', 'indie folk', 'ambient worship', 'acoustic cover']","['indie soul', 'latin funk', 'afro soul', 'deep funk', 'funk', 'psychedelic soul', 'rare groove', 'afrobeat', 'instrumental funk', 'brass band', 'jazz funk']"
919,zoukini,"['Ovy On The Drums', 'Beéle']",reggaeton colombiano,"['bachata', 'ethnotronica', 'house', 'nu-disco', 'reggaeton']",3653,1159,"['reggaeton colombiano', 'kizomba', 'latin hip hop', 'reggaeton', 'urban kiz', 'kuduro antigo', 'latintronica', 'zouk', 'afro soul', 'pop', 'zouk riddim', 'deep euro house', 'latin arena pop', 'swedish pop', 'dutch hip hop', 'pop nacional', 'nyc pop', 'afrobeats', 'alt z', 'azontobeats', 'permanent wave', 'bongo flava', 'trap brasileiro', 'french pop', 'viral pop', 'french hip hop', 'chillhop', 'hip hop tuga', 'nova mpb', 'high vibe', 'folk brasileiro', 'world', 'indie anthem-folk', 'indie folk', 'ambient worship', 'acoustic cover']","['latin hip hop', 'reggaeton', 'colombian pop', 'reggaeton flow', 'flamenco urbano']"
921,zoukini,['Daniel Robinson'],acoustic cover,"['brazilian-funk', 'classic-soul', 'jazz']",15939,830,"['acoustic cover', 'indie folk', 'ambient worship', 'indie anthem-folk', 'world', 'folk brasileiro', 'high vibe', 'nova mpb', 'hip hop tuga', 'chillhop', 'french hip hop', 'viral pop', 'french pop', 'trap brasileiro', 'bongo flava', 'permanent wave', 'azontobeats', 'alt z', 'afrobeats', 'nyc pop', 'pop nacional', 'dutch hip hop', 'swedish pop', 'latin arena pop', 'zouk riddim', 'pop', 'afro soul', 'latintronica', 'reggaeton colombiano', 'kizomba', 'latin hip hop', 'reggaeton', 'urban kiz', 'kuduro antigo', 'zouk', 'deep euro house']","['british jazz', 'classic japanese jazz', 'danish jazz', 'avant-garde jazz', 'jazz saxophone', 'adult standards', 'cool jazz', 'bebop']"
925,zoukini,['Kadiatou'],swedish pop,"['acoustic-indie', 'new-wave']",6679,677,"['swedish pop', 'latin arena pop', 'pop nacional', 'dutch hip hop', 'zouk riddim', 'nyc pop', 'pop', 'afro soul', 'afrobeats', 'alt z', 'azontobeats', 'latintronica', 'permanent wave', 'bongo flava', 'trap brasileiro', 'reggaeton colombiano', 'french pop', 'kizomba', 'latin hip hop', 'viral pop', 'reggaeton', 'urban kiz', 'kuduro antigo', 'zouk', 'french hip hop', 'chillhop', 'hip hop tuga', 'nova mpb', 'high vibe', 'folk brasileiro', 'deep euro house', 'world', 'indie anthem-folk', 'ambient worship', 'indie folk', 'acoustic cover']","['madchester', 'new wave', 'new romantic', 'art rock']"
928,zoukini,['Khalid'],pop,"['bachata', 'downtempo', 'neo-funk']",4997,783,"['pop', 'afro soul', 'zouk riddim', 'latintronica', 'latin arena pop', 'reggaeton colombiano', 'kizomba', 'swedish pop', 'latin hip hop', 'dutch hip hop', 'pop nacional', 'reggaeton', 'urban kiz', 'kuduro antigo', 'zouk', 'nyc pop', 'afrobeats', 'alt z', 'azontobeats', 'permanent wave', 'deep euro house', 'bongo flava', 'trap brasileiro', 'french pop', 'viral pop', 'french hip hop', 'chillhop', 'hip hop tuga', 'nova mpb', 'high vibe', 'folk brasileiro', 'world', 'indie anthem-folk', 'ambient worship', 'indie folk', 'acoustic cover']","['afro soul', 'indie soul', 'latin funk', 'deep funk', 'funk', 'psychedelic soul', 'rare groove', 'afrobeat', 'instrumental funk', 'brass band', 'jazz funk']"
936,zoukini,['Alex & Sierra'],pop,"['bachata', 'downtempo', 'neo-funk']",4997,783,"['pop', 'afro soul', 'zouk riddim', 'latintronica', 'latin arena pop', 'reggaeton colombiano', 'kizomba', 'swedish pop', 'latin hip hop', 'dutch hip hop', 'pop nacional', 'reggaeton', 'urban kiz', 'kuduro antigo', 'zouk', 'nyc pop', 'afrobeats', 'alt z', 'azontobeats', 'permanent wave', 'deep euro house', 'bongo flava', 'trap brasileiro', 'french pop', 'viral pop', 'french hip hop', 'chillhop', 'hip hop tuga', 'nova mpb', 'high vibe', 'folk brasileiro', 'world', 'indie anthem-folk', 'ambient worship', 'indie folk', 'acoustic cover']","['afro soul', 'indie soul', 'latin funk', 'deep funk', 'funk', 'psychedelic soul', 'rare groove', 'afrobeat', 'instrumental funk', 'brass band', 'jazz funk']"
